Sample,Capric acid,Butyric acid,L-Leucine,L-Valine,L-Isoleucine ,Propionic acid,Propylene glycol,Isopropyl alcohol,Valeric acid,L-Lactic acid,L-Alanine,L-Lysine,Acetic acid,5-Aminopentanoic acid,L-Glutamic acid,Succinic acid,beta-Alanine,Methylamine,L-Aspartic acid,Sarcosine,Trimethylamine,L-Asparagine,Malonic acid,Choline,Betaine,Taurine,Phenylacetic acid,Glycine,Glycerol,D-Fructose,L-Proline,Lactulose,D-Glucose,Galactose,Sucrose,Uracil,Fumaric acid,Deoxyuridine,"3,4-Dihydroxybenzeneacetic acid",L-Tyrosine,Gallic acid,L-Histidine,p-Cresol,L-Phenylalanine,L-Tryptophan,Xanthine,Hypoxanthine,Formic acid,Nicotinic acid,2'FL,3SL,6SL,LDNDFH,LNFP1,LNFP3,LNnT,LNT,3FL,LDFT,LSTa,LSTb,LSTc,Methyl,Sum H1'
G04-3,19.4989,5.7186,10.1688,11.0472,4.5039,5.2059,5.5349,13.8176,17.5382,14.1095,5.708,12.0358,27.7479,1.5885,4.7389,4.1765,7.9704,1.2662,22.5662,2.8982,0.7785,1.2662,1.1483,1.1589,7.3818,7.196,18.5259,47.7507,117.7957,6.1283,7.0978,1.8913,54.024,1.8808,0.2945,0.3876,0.0411,-0.0888,-0.0607,0.6498,0.3204,0.4871,0.6229,0.7949,0.3073,0.09,0.0765,0.7081,-0.2603,6.5517,27.6226,16.9986,7.8892,19.234,6.4371,6.0835,22.6477,0.961,0.522,11.8246,15.4254,16.5776,617.8668,8.6237
G02-3,6.8951,7.2699,29.76,21.1257,12.0574,3.6442,5.1576,24.2316,7.5796,35.2414,18.1421,19.9546,15.4319,1.6078,17.1342,3.7291,1.7374,0.7056,3.0129,2.8533,1.0426,1.7398,1.7186,1.9831,12.056,23.8786,30.3203,207.0966,432.1876,20.5593,5.4622,2.7144,50.4914,0.8425,0.9387,0.2947,0.0251,0.1747,0.0971,3.7298,0.1993,1.2634,0.6222,4.3871,0.3609,0.034,0.0396,0.4712,0.0471,2.9361,19.8954,15.6444,19.8638,13.4979,7.978,3.8817,34.914,2.5639,1.514,12.3194,15.9978,45.3929,796.5483,43.5529
G02-7,7.2905,5.4094,16.8284,13.0127,4.7582,2.847,7.6469,43.782,7.1373,29.9456,12.5365,22.5948,271.3052,1.7157,21.988,24.0375,2.2637,0.579,7.8211,5.1644,0.8994,2.4928,1.8926,1.7024,16.6997,4.2198,68.4829,121.3182,275.7852,33.8861,9.7796,3.4951,95.3344,1.0091,0.3632,0.2582,0.0866,0.0468,-0.0744,1.4642,0.3049,0.8304,0.3064,2.332,0.3204,0.0565,0.0125,0.4431,-0.0135,8.1162,23.7737,57.5585,6.2593,13.268,5.3127,4.3143,18.7359,0.8937,0.3911,7.4066,12.2303,13.2884,422.8393,2.8237
G01-1,6.7054,5.2119,15.7575,10.3234,3.7667,3.9335,4.5176,12.7126,5.8509,9.7923,6.912,12.8528,11.5147,3.8755,8.7494,4.7602,2.226,0.9011,5.4753,3.3947,1.3225,1.4449,1.8727,1.8707,3.3822,5.6691,19.7079,47.5968,93.433,5.9009,5.7898,2.5135,5.9412,0.3356,1.3058,0.3361,0.0693,0.0844,0.0604,0.7303,0.3896,0.5315,0.6715,0.6761,0.0729,0.1138,-0.0425,0.3531,-0.3802,3.8881,12.0584,10.6528,5.8766,7.5917,2.2148,2.9426,8.4024,0.8777,0.9461,4.3003,10.0424,6.8984,194.8766,4.9106
G01-3,6.3391,5.672,11.0286,9.5906,3.6468,6.5593,7.4346,37.4145,5.1129,8.8099,5.707,11.0355,10.0542,1.8006,4.3107,2.9217,1.9688,0.7804,2.4468,3.4749,0.8299,0.8992,1.3663,1.4321,5.9524,10.2848,32.4753,113.7981,280.4075,26.5649,6.3596,4.03,68.5371,0.903,1.1361,0.4668,0.0988,0.1217,-0.0111,0.587,0.2462,0.37,0.4662,1.8712,0.0751,0.0611,0.0986,0.5205,-0.0964,2.0302,15.0602,27.5986,26.119,15.0583,12.0263,3.3821,40.4928,2.0087,0.8852,12.9776,19.1415,88.4256,1130.2288,68.9576
G05-1,7.8827,6.5213,17.5712,10.7192,3.8369,2.9708,4.5216,13.4089,7.0439,10.3207,6.4644,13.4906,11.8815,4.0825,7.6125,5.1627,2.0967,0.8522,4.0953,3.6354,1.3635,1.4054,1.6044,1.8036,2.3997,4.3119,15.7613,33.3728,61.7113,7.8649,7.3113,3.3741,7.6359,0.5969,0.2287,0.373,-0.025,0.0814,0.0546,0.7547,0.3137,0.4693,0.7873,0.7476,0.0743,0.0955,-0.0733,0.3929,-0.009,2.6811,28.5247,14.7971,7.1831,13.4974,8.5773,4.4897,19.1572,0.6603,0.2697,10.1744,13.1289,20.4,589.1441,5.5585
G12-3,6.96,5.9464,14.3083,16.9904,3.4046,4.9671,5.0733,4.916,6.7431,54.5411,7.5055,15.2514,73.105,2.9623,11.1203,12.9318,5.8482,1.3113,9.3335,2.8523,3.3314,4.9207,6.0089,4.7228,1.5106,8.5978,7.4623,9.2243,16.0712,12.6186,13.4827,2.066,7.9277,0.573,1.1685,0.2745,0.0342,0.0529,0.1061,0.8024,0.2174,1.0016,0.7212,0.5058,0.1262,0.0716,0.1186,3.9377,0.028,1.656,16.376,7.9539,5.0592,9.5099,2.7618,5.9421,10.9493,0.6622,0.5526,11.1427,12.5023,9.8992,220.7969,11.5302
G11-1,6.206,5.001,19.5035,11.8243,4.8237,2.8133,4.9487,12.9615,6.2115,10.4166,7.5527,12.947,11.2881,4.3178,8.5501,5.1991,1.845,0.8191,2.846,3.6994,1.2815,1.5968,1.8115,1.9202,3.6442,5.4732,21.9062,55.9894,99.8218,7.5717,7.559,2.995,12.531,1.0079,0.2535,0.3801,0.0301,0.129,0.1942,1.1674,0.2688,0.398,0.62,1.0913,0.1098,0.0258,0.0247,0.3659,-0.0077,0.7533,13.559,19.7297,6.8864,14.4197,6.4732,8.5594,21.3889,1.5656,1.177,8.74,15.2455,23.5148,489.2654,17.3656
G11-3,19.9597,3.1985,12.0071,9.0453,4.4728,5.9482,5.7723,19.8691,34.6445,22.4329,7.8303,10.8057,107.7429,2.8748,11.1152,3.2376,1.2528,0.951,2.7312,3.7896,1.711,2.2897,1.2778,1.9552,3.1853,6.665,24.8071,28.8391,68.6604,7.9785,8.2632,1.8843,47.1416,0.9544,0.3559,0.4063,0.053,0.1173,0.1664,1.2111,0.1491,0.6957,0.2815,1.2824,0.1391,0.0369,-0.0162,1.9173,-0.0647,3.0982,56.0355,12.922,9.3512,24.0094,10.7504,9.0806,26.1389,0.6222,0.4414,13.8471,15.0091,17.2154,1421.7528,18.0955
G14-1,5.8272,5.5078,29.3392,22.5228,10.0642,2.4123,2.8038,12.5153,5.1951,22.086,16.0432,18.1529,11.2542,2.3032,18.0983,4.6686,3.0702,0.9394,7.8329,5.6161,1.2459,1.5603,2.413,2.7325,4.2913,7.2903,20.6936,68.6365,130.438,7.3811,10.3619,2.9262,5.2832,0.8656,0.156,0.071,0.0089,0.0553,-0.0725,2.8623,0.2875,1.3861,0.5602,3.6284,0.2355,0.0665,-0.0148,0.3903,-0.0489,0.886,14.8096,21.512,6.1154,14.3429,5.0016,8.7938,19.8633,1.7331,1.1425,8.2195,19.3577,29.1506,436.4971,15.4732
G14-3,7.0093,3.9991,9.7986,24.0896,3.6175,6.8753,5.3623,19.2504,13.6069,28.7892,5.5794,13.6347,55.0174,2.1215,6.8226,3.8773,2.1871,0.8331,2.7531,3.5288,0.426,0.9206,1.0769,1.1857,3.3088,4.8837,30.5693,31.3793,89.7821,12.1702,9.8487,2.4577,69.814,3.004,0.3044,0.6084,0.0433,0.0919,-0.0464,0.4387,0.1152,0.2899,0.2025,0.6048,0.036,0.0714,0.014,3.0452,-0.0781,2.2768,24.2122,16.8852,6.2061,14.5534,7.5554,23.8028,18.2188,0.6033,0.448,9.5454,12.9543,26.5461,657.0527,6.3647
G15-1,9.2393,6.9056,19.7198,11.4252,5.3763,4.4637,5.4287,13.1114,6.4953,11.375,8.3331,13.8543,19.1668,2.7995,6.735,5.2374,2.6785,0.9436,11.839,3.3974,0.8917,1.6251,1.7627,1.7318,3.1957,3.3184,10.2156,14.9322,22.1329,4.8619,5.9482,1.6328,4.2982,0.7846,0.258,0.7851,0.2767,0.0313,0.1497,1.2,0.2729,0.3415,0.6823,1.35,0.1213,-0.056,0.0791,0.7049,0.1601,1.6672,22.7085,13.0039,2.7379,13.2941,2.5564,7.0267,14.5064,2.3796,1.3878,12.9827,15.0546,17.3543,212.7721,5.7249
G15-3,5.3227,5.4928,11.2359,28.4499,4.09,5.9958,7.4768,26.8267,7.5681,8.4944,4.568,15.8392,7.0714,1.9361,4.5317,3.1588,2.8468,1.0257,4.7005,4.5373,0.7473,0.9822,1.4869,1.4351,6.495,8.0794,44.6424,99.9669,229.5289,13.3755,14.8494,4.3453,97.9906,3.2843,0.997,0.1515,0.058,0.1383,0.086,0.6981,0.3331,0.3316,0.4119,0.7476,0.0544,0.0495,-0.0706,0.2329,-0.0255,13.0428,37.587,14.2349,18.9501,32.8642,22.7474,8.7683,31.1346,1.5245,0.5454,13.4125,16.8861,15.4939,1209.553,15.9865
G17-1,6.2903,5.0735,20.0243,12.9245,5.9228,2.3306,2.0601,8.5092,5.3395,12.1862,10.9263,14.7457,18.9672,1.9289,12.2132,4.8419,2.0241,0.8241,3.7945,5.9462,1.1748,1.5709,2.7533,2.3977,4.2541,8.9378,18.456,40.0943,73.1106,8.177,8.2424,2.1748,11.3257,0.8113,0.1776,0.2415,0.0121,0.083,0.1826,2.1528,0.3864,1.2535,0.9023,2.0648,0.1485,0.1524,-0.0018,0.2142,-0.0778,1.164,16.2682,13.4172,5.6231,12.9758,5.216,12.0256,14.6871,1.9182,1.2374,8.4284,13.3652,61.9506,273.6001,8.8086
G17-3,7.8015,5.9714,18.888,15.3108,6.9834,3.2763,4.6467,22.5285,14.892,26.6737,11.6945,18.0629,50.5295,2.6626,15.3547,3.3,3.0481,0.6608,5.2232,4.3919,0.6771,1.8656,1.5934,1.5215,3.2655,4.9253,43.2339,49.1015,121.3947,13.7198,11.435,2.4789,74.7519,1.9585,0.2372,0.1779,0.0358,0.0684,0.0074,1.8388,0.0933,0.3636,0.3022,2.5918,0.2674,0.097,0.032,1.6637,0.17,21.1919,48.5728,30.4271,24.4296,52.7908,15.3914,8.1397,36.6427,3.1039,1.3274,15.3904,23.4364,16.9686,1032.7122,9.2551
G13-1,6.8019,5.7328,23.161,14.2261,6.5495,3.2942,4.4687,14.1098,5.4735,13.4373,10.4049,15.8276,12.3185,3.121,8.2669,4.3726,1.329,0.8261,5.0415,3.9873,1.1965,1.4981,1.7541,1.9206,3.1724,4.3718,18.0744,24.2797,32.5579,7.3095,8.4835,2.7487,6.8635,0.7074,0.7901,0.3461,0.0297,0.0355,0.0503,1.8538,0.2617,0.7807,0.5597,2.2052,0.2319,0.0865,-0.0263,0.2265,-0.0744,2.1331,18.3249,9.8693,5.25,11.331,3.1054,9.7865,11.8897,0.3878,0.3456,10.621,13.0528,74.7542,192.4548,15.0261
G13-3,19.4964,3.5149,10.2619,11.2645,3.8866,7.9272,6.1861,22.8014,32.9021,20.8836,6.8274,12.8556,55.6932,3.2603,7.6255,3.0745,1.6567,0.597,2.7554,3.5151,0.8292,0.8368,1.1138,2.1517,3.6026,4.3504,31.6553,28.9235,76.7995,10.9333,7.4943,1.3384,58.9957,0.8908,0.252,0.7124,0.0481,0.4328,0.2029,0.2163,0.2597,0.2123,0.4061,0.8409,0.141,0.1571,-0.07,0.9781,-0.1447,2.7488,24.6074,20.4678,6.7662,14.3392,7.3305,4.3236,20.3173,0.8569,0.7128,11.9151,12.8755,15.2978,564.701,7.4839
G09-1,6.561,5.4625,15.2493,10.1174,4.1238,3.9108,5.1328,15.0863,8.1375,11.0733,6.5982,12.5533,10.5336,3.5956,7.7564,5.4196,1.6938,0.8146,3.639,4.681,1.422,1.5253,1.8453,2.3555,3.0675,4.3507,17.7311,18.4617,28.8596,7.4735,7.3015,2.48,9.7413,0.6215,0.4331,0.4998,0.0216,0.1068,0.2152,0.6349,0.2444,0.4193,0.4813,0.6708,0.122,0.0965,0.0245,0.2779,-0.0255,7.4924,20.6352,12.7852,6.8893,17.8186,6.6555,4.645,19.1352,2.3431,1.2505,11.7848,14.4189,15.572,415.1208,7.0205
G09-3,5.2342,4.2286,13.6979,11.8597,5.062,6.3778,9.9495,40.8999,9.232,10.4024,6.4152,16.9071,10.8521,1.8885,4.8377,3.3737,2.056,1.0949,3.2754,4.1958,0.9472,1.6538,1.7473,2.196,7.9254,11.8215,38.3918,46.8269,107.5694,22.2838,9.5919,3.3793,76.3351,3.5482,1.0119,0.3069,-0.0022,0.0204,0.1549,1.108,0.0873,0.4325,0.2827,1.1724,0.1275,0.0026,0.0264,0.412,-0.078,10.0239,26.8968,21.6179,7.6452,22.0961,10.0645,4.8947,28.6625,1.2241,0.6689,12.636,17.1935,15.6344,748.9964,7.7084
G09-7,7.7559,10.2599,17.6662,15.2069,5.7528,4.9037,17.0465,60.2778,10.3114,19.5702,9.2738,24.8643,104.904,1.9078,14.2585,5.6992,2.8886,0.7653,8.2573,6.863,0.7418,2.7326,1.6713,1.7295,6.7423,5.4318,56.7753,106.1849,243.639,43.3612,10.25,3.6613,117.2042,0.6006,0.3303,0.146,-0.0019,-0.0366,-0.0105,2.4502,0.2566,0.7809,0.3463,1.6773,0.3009,0.0492,0.1006,1.7291,0.0531,2.7774,23.3067,10.6702,14.9778,15.874,9.2345,5.2424,34.2242,2.0402,1.1922,18.5587,23.311,14.9097,488.4611,26.7413
G10-1,6.2335,5.1214,16.9719,10.6936,4.5189,4.2825,5.1483,14.5613,6.9417,10.6425,6.7255,13.1258,10.9767,3.6826,7.446,5.1889,1.5955,0.8514,3.752,3.5051,1.2969,1.5237,1.6162,2.198,2.5198,3.8792,16.7598,33.1986,60.6436,5.7768,6.9632,2.4961,6.9672,0.7854,1.5836,0.45,0.0412,0.0929,0.1835,0.7843,0.2257,0.3352,0.4803,0.7291,0.1752,0.0817,0.0194,0.321,-0.0046,2.1163,27.9731,14.382,5.2458,16.2985,4.6344,5.2508,15.318,0.5429,0.4901,52.3692,10.8485,24.8521,1286.3894,5.369
G08-1,6.499,5.5959,24.3205,17.0934,6.8599,2.9865,3.3659,11.5619,5.6384,19.1303,13.9445,17.2939,13.5233,3.8806,17.7877,5.4113,1.8083,0.7985,3.7976,4.1874,1.3191,1.7654,2.0881,2.1313,5.5296,8.4732,27.3772,24.7167,29.1008,8.4814,7.558,2.8819,8.5283,0.8158,0.2146,0.2507,0.041,0.0955,0.1876,2.3355,0.4214,0.8267,0.8192,2.9719,0.1612,0.0817,0.0084,0.3226,0.0214,2.2765,34.0656,9.6375,7.2716,15,6.6458,11.5196,18.6938,0.7024,0.7069,12.509,13.1369,32.6333,717.934,12.263
G08-3,6.0835,6.0091,10.8332,9.509,3.206,4.543,5.7107,18.1124,6.9429,9.3269,4.6621,13.6992,22.6516,1.8427,4.7684,3.5414,1.7074,0.788,2.4403,3.4358,0.6321,0.8179,1.1391,1.2124,5.3913,4.4824,26.8039,63.9268,145.9456,10.0547,9.3286,2.6269,84.9662,3.3768,0.4817,0.3321,0.0518,0.0367,0.1521,0.5372,0.2716,0.4022,0.4758,0.7397,0.1164,0.0406,0.0625,0.4019,-0.0388,1.3634,15.3599,11.4047,9.4744,14.6661,8.885,17.9678,8.8194,0.9334,0.7124,3.9722,5.8235,22.8918,368.9984,7.9105
G08-7,6.8654,8.1075,20.8959,16.5016,6.7882,3.6479,4.1788,23.9152,8.3196,32.7828,16.0164,26.2348,89.522,1.5267,32.4136,20.4798,3.1536,0.7766,10.7755,5.2562,0.9504,4.2048,2.2704,2.4988,5.4677,6.48,36.4115,86.6678,181.6523,16.9217,13.2261,3.5486,79.719,4.7769,0.2551,0.1175,0.0004,-0.0164,0.0022,3.6961,0.2564,1.5565,0.3465,3.2918,0.5396,0.0783,0.0336,6.7465,0.0275,3.8097,17.6038,10.6273,3.0022,10.9606,2.329,6.7522,9.6736,0.5633,0.5654,7.3729,10.1533,9.6972,188.9688,11.2772
G20-3,4.4965,3.1915,8.8259,27.2535,3.6205,8.6501,10.2115,21.9398,6.0537,6.9111,4.4092,14.0343,5.3935,1.543,3.4934,3.361,2.8041,1.0916,2.0286,2.2696,0.6366,0.8039,1.1741,1.1075,8.0827,4.3159,23.4812,32.401,83.8892,10.9304,9.4776,4.0069,74.6596,4.785,1.0341,0.3476,0.0324,0.1144,0.0934,0.2214,0.1404,0.2302,0.312,0.3706,0.0297,0.0464,0.0258,0.2714,-0.0119,0.6535,24.7254,11.3478,12.5264,14.4675,12.5448,14.6958,17.5096,0.7129,0.4877,10.2191,10.8358,21.7671,577.7259,7.8583
G20-7,5.7778,5.09,13.7075,12.0116,4.8297,3.4601,5.2375,14.1892,7.3663,24.4328,7.4295,14.9029,10.4458,1.4924,7.2697,3.5412,1.8312,0.689,3.9714,3.0735,0.5875,1.0232,1.3807,1.5366,10.1272,8.2382,23.9245,49.1717,114.2924,10.6977,10.3169,3.7948,94.3807,5.4518,0.4868,0.4352,0.046,0.0003,0.0081,0.7666,0.2229,0.5474,0.5288,1.4858,0.1682,0.054,0.0602,0.4335,0.0553,0.6222,27.6757,11.3989,9.3922,13.6326,8.2792,8.1932,18.953,0.6457,0.4439,11.4777,12.2221,17.2094,553.4993,6.358
G07-1,5.8307,4.9939,16.5073,10.4845,4.3002,2.7816,4.0587,12.9359,5.3542,10.1058,6.9451,12.0455,10.8918,5.0504,8.0611,5.3046,2.1279,0.7959,4.5885,3.6158,1.2507,1.3839,1.8111,1.9717,2.9817,5.271,27.3689,40.1763,72.9887,6.6641,6.6265,3.6246,8.7883,0.5594,1.446,0.3346,0.0395,0.0754,0.1835,0.9095,0.2759,0.4877,0.6276,0.9222,0.1713,0.0894,0.042,0.1686,-0.0437,2.3284,13.1899,10.8795,5.8504,7.5628,3.1115,4.3652,9.9247,1.276,0.8502,4.0751,11.9246,8.3506,200.3663,9.4377
G07-3,5.0514,4.6138,10.2881,8.6538,3.1416,5.1201,5.0472,40.0243,4.7426,9.2344,6.0209,15.8042,9.0569,1.638,4.6142,2.9492,2.1104,0.664,5.7259,5.3431,0.7408,0.9888,2.182,2.7463,8.5318,10.5787,53.7364,92.6562,209.4094,25.5765,16.9356,7.0352,128.0313,6.7211,0.7951,0.18,0.0374,-0.0277,0.009,0.6046,0.3049,0.4135,0.4356,1.6023,0.0942,0.0895,0.017,0.2351,-0.0062,1.1219,10.9267,12.1426,66.3779,15.1803,16.2032,4.8912,85.2178,64.6685,2.7156,53.5762,17.6312,25.8965,640.5478,43.9907
G18-1,5.8918,4.4359,15.3081,10.2096,4.2498,3.7498,8.3228,9.5574,6.4534,11.7071,8.781,13.8584,30.295,4.37,8.2385,4.7481,2.3316,0.7658,9.5163,5.073,1.0574,1.363,2.6934,2.0357,3.7056,7.1259,15.5025,64.0659,136.9006,8.3832,6.0696,2.2328,8.6174,1.0076,0.231,0.2336,0.1377,0.3367,0.1773,0.7391,0.4382,0.5357,0.8118,0.8943,0.0458,0.0215,-0.0251,0.4547,-0.4745,1.396,20.4509,15.0489,31.5418,12.1045,9.4976,3.9614,48.5024,4.6838,2.3734,14.3977,15.2928,17.9995,678.7316,42.0624
G18-3,3.9589,3.2489,12.8643,11.3716,4.6214,4.5241,8.5312,21.656,6.7164,16.9828,6.6227,13.7549,10.2392,1.7807,7.2782,3.361,1.8869,0.8462,2.1051,2.5895,0.7637,1.0993,1.5616,1.4101,14.6234,25.0624,28.7352,48.6543,111.2442,13.892,11.0711,4.3182,84.1536,5.9896,0.6668,0.3329,0.0322,0.0973,0.0623,1.0174,0.1546,0.4039,0.3741,0.9971,0.1318,0.0103,0.0106,0.3411,0.0212,0.4626,26.7732,12.5741,14.1206,16.9412,15.6833,8.6375,20.1164,0.5951,0.4161,12.5081,12.0838,18.7517,659.4325,10.3194
G18-7,6.5599,6.226,16.4729,13.399,4.6205,2.7584,7.0488,46.7612,7.0761,25.8906,10.1847,22.8229,51.8001,1.6558,17.884,4.8289,2.37,0.7193,9.5083,6.9728,0.6754,3.3203,1.7011,1.2936,10.057,7.223,84.3961,103.6187,264.073,32.0699,21.2217,4.5248,223.4296,4.7399,0.3834,0.0205,0.0191,-0.0295,-0.043,4.1171,0.2216,0.8554,0.4183,1.8041,0.4107,0.0821,-0.0449,1.0479,0.0459,2.8308,39.1661,14.6421,8.0378,23.0673,11.7741,7.6519,32.5153,0.7787,0.5705,13.5239,18.4073,16.9571,976.7742,11.2121
G06-1,7.2087,6.773,21.8353,15.3813,5.699,3.0714,5.2724,6.8805,4.5898,24.4955,27.764,86.2044,60.1935,1.8245,34.1534,7.9302,2.5046,0.702,15.7868,3.3828,1.4236,2.4751,4.252,4.9586,9.0688,7.5433,9.8807,15.8313,21.4852,8.1183,7.4783,1.6495,6.8688,0.3973,0.2577,0.1897,0.1108,0.1922,0.3132,2.8233,0.5667,2.8989,1.0846,4.1314,0.3541,0.24,-0.0908,0.5131,-0.3452,1.749,18.9615,9.2832,2.6938,10.3412,3.1681,4.8313,11.622,0.8278,0.4999,12.7693,14.3337,19.9514,175.3843,7.5392
G06-3,6.6497,3.7448,11.8208,8.2881,3.3366,5.7728,8.7284,34.1071,9.7672,43.5467,7.2835,17.0459,170.9201,2.8716,9.8802,5.3798,1.0344,0.5629,4.8923,5.7645,0.7742,1.7485,2.2845,1.818,4.2919,7.0164,54.072,82.0843,191.3073,26.5177,17.5594,4.4058,135.7094,4.8992,0.6217,0.1736,0.0395,0.0605,0.0705,0.9856,0.2493,0.6993,0.3165,0.9464,0.1698,0.0657,0.0421,18.4902,-0.0983,1.9331,26.1249,20.1484,7.9472,15.4815,9.0664,6.585,19.6907,0.7677,0.7057,10.6601,13.6122,33.542,719.7256,8.1252
G19-3,11.1833,9.0983,16.8361,14.1062,6.2341,7.3621,7.6467,23.6955,22.3483,23.9113,9.4095,16.7911,30.7344,1.5681,6.8561,4.0806,3.2033,0.815,3.7431,2.6762,0.6756,1.1947,1.1739,1.7721,20.2502,5.4058,19.7304,26.6275,59.1834,12.3022,8.8431,2.704,50.2825,3.1986,0.6194,0.4463,0.0735,0.0779,-0.0337,1.6115,0.1551,0.7641,0.2635,2.0693,0.2205,0.0684,0.0653,0.4276,-0.008,15.7827,36.9073,25.4475,10.588,39.7146,9.4565,6.7125,23.627,3.7331,1.7676,6.8898,15.845,12.9492,975.0931,11.9698
K14-3,9.5779,6.1584,21.2433,20.8268,7.3792,12.9573,6.7323,10.8603,7.8068,14.1596,10.6728,22.9098,17.3046,2.1849,7.5584,5.2794,3.0372,1.4404,1.9463,2.3671,1.0788,1.3607,1.5827,1.7966,4.4377,5.7838,6.4531,11.7135,10.9808,3.8151,9.2796,1.0345,8.6039,0.8987,0.1762,0.2448,0.2039,0.0392,0.1341,1.9219,0.2229,0.6706,0.2502,2.4504,0.2885,0.1011,-0.05,0.9201,-0.01,11.3339,20.7375,12.8667,11.603,18.9351,6.41,6.4639,120.5534,2.0201,1.2656,102.8321,173.5183,11.9396,630.6343,14.8658
