Sample,Capric acid,Butyric acid,L-Leucine,L-Valine,L-Isoleucine ,Propionic acid,Propylene glycol,Isopropyl alcohol,Valeric acid,L-Lactic acid,L-Alanine,L-Lysine,Acetic acid,5-Aminopentanoic acid,L-Glutamic acid,Succinic acid,beta-Alanine,Methylamine,L-Aspartic acid,Sarcosine,Trimethylamine,L-Asparagine,Malonic acid,Choline,Betaine,Taurine,Phenylacetic acid,Glycine,Glycerol,D-Fructose,L-Proline,Lactulose,D-Glucose,Galactose,Sucrose,Uracil,Fumaric acid,Deoxyuridine,"3,4-Dihydroxybenzeneacetic acid",L-Tyrosine,Gallic acid,L-Histidine,p-Cresol,L-Phenylalanine,L-Tryptophan,Xanthine,Hypoxanthine,Formic acid,Nicotinic acid,2'FL,3SL,6SL,LDNDFH,LNFP1,LNFP3,LNnT,LNT,3FL,LDFT,LSTa,LSTb,LSTc,Methyl,Sum H1'
L02-1,9.9826,7.6392,21.1473,13.0751,5.2139,2.826,4.3453,13.2987,5.9526,14.9967,9.9393,14.0611,11.4291,2.6381,10.0298,4.7579,1.8817,0.8584,4.8912,3.8843,1.1738,1.2876,1.8902,2.2465,5.4374,10.1514,20.8188,105.7964,234.086,7.4637,7.1313,2.5362,8.8998,0.6417,1.629,0.2334,0.0363,0.1591,0.0093,1.6462,0.3228,0.6792,0.6948,1.6379,0.007,0.0894,0.0613,0.3095,-0.0248,5.0221,29.7753,24.5544,11.9687,24.4595,13.6967,6.1731,27.2124,1.2708,0.6435,16.7748,18.7456,17.4236,949.3517,24.5715
L02-3,6.1621,5.0054,29.1127,21.6593,9.7153,4.9391,4.9356,9.8283,4.3695,27.4734,25.0338,24.5331,50.6481,2.0219,26.3385,6.2328,5.3512,1.0186,13.8731,4.0674,1.1355,2.0798,2.9997,4.4592,4.9608,6.6449,15.4432,63.4717,94.5994,5.9609,6.9609,2.0922,3.8511,0.2716,0.6918,0.0852,0.069,0.1643,-0.0788,4.8417,0.3206,2.1965,0.5566,5.1656,0.4878,0.0707,-0.1136,0.9176,-0.0793,7.0809,40.1777,19.8698,6.5047,44.5641,2.8716,26.342,45.4554,1.0447,0.6061,19.9103,46.0055,22.3343,220.3568,15.7928
L03-1,6.8704,5.567,19.4479,12.1524,4.5468,2.7308,3.5436,16.0544,5.5836,11.7091,7.212,14.3465,11.4644,4.0198,8.7579,5.1963,1.907,0.9312,5.7365,4.28,1.3673,1.4966,1.8879,2.1984,3.0972,3.968,28.644,25.2308,34.3995,8.5916,8.4727,3.0985,6.9002,0.3598,0.768,0.2627,0.0195,0.0059,0.1261,0.9812,0.2278,0.5022,0.4946,0.9611,0.0948,0.0819,-0.0741,0.3149,-0.0575,73.9734,31.181,13.1727,44.7629,62.0005,17.0143,6.0097,60.5767,8.7058,4.009,54.1307,27.0656,22.5257,1306.0404,99.6571
L03-3,4.372,3.8378,14.6203,12.0539,5.0404,7.0867,7.4284,39.4501,5.7823,11.6559,6.9302,16.9971,12.2372,1.5791,5.674,3.0544,1.5656,0.6579,3.8467,4.5669,0.6634,0.8477,1.2812,2.9462,6.5946,6.3052,38.2659,46.995,147.6588,20.1833,15.2517,4.6536,157.5995,6.2999,1.3476,0.0906,-0.0332,-0.0279,0.0847,1.1096,0.2227,0.4685,0.2453,1.9954,0.1207,0.0586,-0.0475,0.1822,-0.0407,6.9002,26.4561,8.1444,12.9409,29.6044,9.4269,7.5496,24.8113,3.2612,1.4373,14.6997,12.8053,57.3043,560.9272,12.7986
L03-7,5.4904,4.487,19.0041,15.2577,5.8593,3.7048,10.1949,59.9807,5.5148,22.3608,11.4787,22.7745,248.8922,2.0605,26.255,21.844,1.2946,0.6637,7.7335,7.2029,1.0795,4.5761,2.4008,1.5622,25.3004,7.4144,68.5605,97.4616,230.6117,41.5903,9.8978,3.6841,100.4896,0.9664,0.4491,0.2257,0.0384,0.0126,-0.0393,4.8559,0.1836,0.9407,0.4013,2.1926,0.431,0.0023,0.0557,9.0547,0.0258,4.4851,24.1415,20.8731,7.7373,17.8535,8.1633,5.1551,21.9997,0.7582,0.5503,10.9945,12.9195,24.2485,692.5637,5.992
L04-1,8.3599,7.3598,23.5234,12.3795,5.3014,2.955,4.2227,14.1235,5.7209,12.715,8.9165,16.3828,16.7104,4.235,7.3264,4.5281,1.6255,0.8511,4.4161,3.6682,1.1697,1.4678,1.6623,2.125,2.9078,3.2088,16.5489,21.6635,29.9073,7.5155,6.7644,2.3307,7.2862,0.8118,0.5913,0.0566,0.0678,-0.0725,-0.1723,2.1995,0.3697,0.419,0.6997,1.8688,0.1786,0.0408,0.0034,0.477,-0.168,2.2489,25.113,8.2907,77.3621,15.8379,16.7332,3.1647,105.8639,49.825,1.8502,77.9776,22.0779,9.7931,939.2082,77.4487
L04-7,10.2591,18.1852,15.2772,11.8038,4.1028,3.6307,7.1656,93.1784,16.8933,16.7508,5.9607,23.9662,29.05,3.654,9.7469,3.4653,1.477,0.5724,9.3429,6.2416,0.8291,2.5746,1.289,2.9278,3.0758,5.4477,82.5696,80.8001,186.9504,53.2814,11.3043,3.9364,107.3128,1.0059,0.5315,0.1596,-0.013,-0.0112,-0.0064,1.942,0.2859,0.5346,0.4762,0.7705,0.0957,0.0688,-0.0033,1.3118,-0.0862,3.1631,20.265,8.5489,43.9492,10.9811,12.9833,7.5635,56.731,28.7614,1.0367,41.4556,14.4615,14.5422,622.2206,54.6835
L05-1,6.0312,4.6737,15.0105,10.1374,3.8288,1.9466,2.9155,11.1107,4.2663,11.8767,8.1318,13.0137,13.1042,2.5616,12.0525,4.7162,2.6868,0.8087,6.2603,6.5283,1.0941,1.366,2.4039,2.166,5.6306,12.9747,28.1033,58.9743,127.7303,11.3679,8.6268,3.0213,12.5875,1.1699,0.2865,0.1905,-0.0203,0.0518,0.0648,0.9753,0.3296,0.7668,0.6147,1.0862,0.1297,0.1131,0.0119,0.2454,-0.0005,1.0241,34.7285,7.9324,98.4842,12.5369,26.8867,5.1735,153.0701,38.5769,1.5746,92.2388,24.1575,33.5307,1716.8627,108.9809
L05-3,5.9055,3.7783,15.1534,12.0332,5.5572,5.8846,6.2629,31.334,7.7524,25.1935,9.777,18.8296,108.4905,2.1161,16.783,4.0515,1.318,0.5679,4.4056,5.5597,0.6553,1.3044,1.3738,5.12,5.6056,7.1786,38.6952,41.7935,112.427,15.566,19.3978,3.0446,114.9789,4.5538,0.4971,0.4149,0.034,0.0426,0.0141,1.03,0.1992,0.5773,0.2484,1.4235,0.1545,0.0594,0.0624,2.5937,0.0767,43.9205,18.2639,8.1653,26.1802,20.2252,9.6882,2.0329,38.1991,6.7954,1.9776,33.226,10.142,66.6583,549.5405,59.1613
L06-1,11.9647,7.4465,15.8622,9.7757,4.7081,4.9082,5.4564,10.2174,7.4722,54.6622,11.2757,12.7552,21.8765,2.8897,7.354,5.661,2.549,0.9996,11.6301,2.6128,1.223,1.6375,1.2503,1.705,8.2533,5.765,11.6604,23.161,30.1363,10.9063,10.2799,2.2831,6.6619,0.332,0.2198,1.1501,0.1662,-0.001,0.2757,0.8704,0.6847,0.3927,0.5875,1.9036,-0.1355,0.0591,-0.248,3.329,-0.3356,2.7243,25.5637,18.6191,7.2847,16.6836,8.6913,4.6622,23.2119,0.6669,0.4395,12.3892,15.4647,15.6184,670.4166,8.8006
L06-3,6.8735,4.2512,36.5842,8.5965,4.9968,9.4233,8.235,47.7253,7.2441,7.7737,5.5655,21.0032,13.8377,1.8045,6.6075,3.9979,2.6497,1.1129,4.24,5.3073,0.6735,1.0228,0.9318,4.2992,3.7822,4.5577,39.7814,40.7359,96.0853,22.2475,8.903,2.2043,65.5088,0.5943,0.3976,0.4943,0.0221,0.0679,0.0618,0.8316,0.21,0.2735,0.3212,0.5891,0.1065,0.0606,-0.0216,0.2782,-0.0245,1.0143,24.9875,7.9493,11.29,11.7955,12.3364,86.279,13.0447,0.6929,0.224,6.7818,9.8902,85.4634,508.3829,7.7155
L06-7,9.0184,11.3611,16.9238,13.7303,4.2269,5.3408,15.7804,78.3947,11.9319,18.5908,7.1368,22.5322,122.6674,4.9809,11.6275,5.1501,1.7613,0.6346,5.4227,7.7733,0.6778,1.8962,1.164,1.3477,7.3287,7.9077,108.5869,84.951,223.8354,47.7074,9.0826,3.7947,135.4421,1.2873,0.5125,0.2213,0.024,0.0067,0.0357,1.1811,0.2085,0.5206,0.4417,1.674,0.1645,0.0732,0.0099,5.8164,0.0206,94.2192,38.3132,15.6753,99.0536,35.4569,30.2657,3.6732,113.6281,36.4341,6.3807,97.3225,26.8817,21.3056,1664.8007,150.6471
L07-1,7.2893,5.8102,15.8797,9.6828,3.4898,3.7057,4.1609,14.4788,7.1682,10.3672,5.4517,12.5492,10.0454,3.6077,7.3428,5.441,1.7395,0.8668,4.9571,4.0005,1.4105,1.3692,1.8378,1.8527,2.3502,4.2481,22.905,22.2073,36.2895,7.6766,8.3867,3.2002,9.6516,0.7418,0.915,0.3755,0.0241,0.0527,0.081,0.4756,0.2283,0.3639,0.5529,0.4531,0.0884,0.1596,0.0149,0.245,0.0155,6.2108,24.8611,31.1553,8.1496,25,13.5706,5.6485,28.3594,1.2283,0.5191,12.7825,15.9996,17.3441,929.7561,10.2259
L07-3,4.0649,8.4871,16.0258,12.6902,6.3566,10.2743,6.1055,41.0363,4.8079,10.9656,9.3115,18.4135,33.3952,1.5472,13.1709,5.2737,113.194,1.8583,14.7576,3.5906,0.7302,1.3074,1.5632,5.7311,3.5139,4.4695,18.7835,28.998,50.7574,7.0505,9.7345,1.5149,46.5425,1.9664,0.3349,0.2522,0.0409,0.0722,0.2208,1.3212,0.1224,0.5515,0.3099,2.1793,0.171,0.0296,0.0145,0.578,-0.0007,59.611,38.6456,8.5739,91.1164,28.4787,32.2539,3.3216,123.2857,44.6228,4.8941,95.2247,27.1828,29.1568,1550.7198,139.6025
L08-1,7.2977,6.246,16.0911,10.0666,3.7598,2.751,3.6601,13.9337,6.6058,9.9896,5.9065,11.4987,10.2687,4.7034,7.2992,4.9057,1.6158,0.7907,3.4726,3.4566,1.2588,1.3671,1.6744,1.8059,2.5909,4.709,19.2681,20.3968,29.476,8.558,7.988,3.5185,12.1812,0.9163,1.633,0.3091,0.0308,0.056,0.1494,0.7097,0.3319,0.4066,0.693,0.7855,0.0886,0.1146,-0.0313,0.3057,-0.1672,3.0266,29.1319,22.8725,8.2676,17.6637,11.1179,9.448,23.8721,0.7572,0.4416,12.3855,15.7035,17.1134,842.8191,9.6083
L08-3,7.8275,8.5544,12.1315,9.0765,3.1658,3.4082,4.5379,29.921,9.44,11.6736,5.0954,14.411,7.8008,1.8375,6.0016,2.4666,1.3409,0.6068,5.5744,4.917,0.6282,0.7838,1.0711,5.2477,6.5044,9.3057,47.0236,60.9245,141.1785,17.5184,18.2176,4.6633,123.1135,8.1185,0.6512,0.2386,0.0282,0.0516,0.016,1.0092,0.2901,0.4854,0.438,1.2902,0.2096,0.0213,-0.0697,0.1701,-0.0816,72.8021,24.2843,8.6554,45.7423,29.804,14.8192,2.6151,69.1062,15.6,3.2416,59.1193,17.9983,9.5124,800.3708,93.1896
L09-1,4.4827,3.7223,13.8131,9.4458,3.4532,3.4451,3.6348,11.4989,6.8235,11.0196,7.4398,12.3813,12.3174,3.905,9.9628,4.9413,1.9027,0.756,2.8331,3.6442,1.1799,1.4135,2.6901,1.843,4.393,13.5042,27.3111,20.2336,33.3639,9.6521,7.701,2.6274,20.8926,1.508,0.2699,0.4331,0.0172,0.129,0.0925,0.8377,0.2997,0.7538,0.5486,0.8801,0.1378,0.0663,-0.0662,0.3709,-0.009,53.4064,33.932,8.1607,62.5174,22.4619,18.9114,14.0487,79.0198,18.4353,2.9002,58.9114,21.8371,56.0827,1203.5329,89.3765
L09-3,6.7225,4.1339,10.3816,8.9986,3.6924,4.3459,5.5002,26.4895,6.6452,8.5247,5.026,15.9552,9.9448,2.8662,10.9913,2.8315,1.7483,0.6658,7.8331,5.4337,0.9945,1.0684,1.8378,15.566,12.3263,8.2156,43.0615,84.8983,175.7224,16.5978,36.4825,6.6299,133.1321,6.0387,0.394,0.0011,0.0308,0.0322,0.0761,0.6541,0.0426,0.3091,0.422,1.0351,0.0607,0.0018,-0.0693,0.2575,-0.1411,3.3525,30.8877,19.9709,7.3509,19.0639,7.4482,4.7826,24.7627,1.3019,0.8071,13.0563,15.7562,13.7461,812.7484,11.7873
L10-1,6.1775,5.5573,15.2919,9.8122,3.4713,2.8863,3.4647,9.377,6.2103,10.2567,6.2531,11.6239,11.4873,4.2963,7.556,5.7706,1.9068,0.8114,3.9386,3.6858,1.3908,1.3787,1.7963,1.9944,6.0326,5.8458,22.6157,22.5133,31.1751,9.1959,10.2498,3.4517,14.7589,0.7886,1.1018,0.3037,0.066,0.0328,0.0818,0.4951,0.3028,0.4174,0.5538,0.7983,0.1655,0.0945,-0.0027,0.4378,-0.0592,15.1566,29.3227,10.279,61.7778,17.6325,20.723,2.9296,95.2916,30.6803,1.5873,61.1293,21.4835,14.3572,1034.6925,85.6289
L10-3,7.3485,7.0212,13.7731,13.7226,4.2174,5.9054,6.1508,41.1266,8.4917,11.2376,5.3202,19.7513,24.5179,2.5044,8.0699,3.049,1.9725,0.82,5.9982,5.8215,0.6784,1.9168,1.174,5.006,4.9892,5.904,64.6701,67.1895,184.1884,20.8231,19.0042,3.6143,143.5306,4.1124,0.63,0.0926,-0.0104,-0.0237,0.0178,1.2403,0.259,0.4669,0.399,1.1588,0.1221,0.0534,0.0069,1.2923,-0.0206,2.3961,50.1196,9.9381,134.7192,14.1659,29.7093,6.7715,180.7474,58.6507,2.48,119.5612,28.2949,40.4629,2152.0824,135.8974
L11-1,8.5498,7.3445,21.0345,13.2729,4.9641,4.6466,5.7398,17.4092,7.094,14.6868,10.6686,15.766,31.9057,3.3973,8.3864,6.4573,1.9881,0.7822,4.2336,2.0585,1.6726,1.4732,1.7366,1.9402,6.7218,5.4662,14.1951,22.9421,32.8444,4.417,9.3511,1.5782,11.5796,1.6355,1.0518,0.6693,-0.3579,-0.3124,-0.5561,0.9218,0.0111,0.7119,0.6423,1.1435,0.5511,-0.2586,0.8937,1.63,-1.1635,9.2208,25.3847,21.1738,6.8566,21.5898,7.4872,4.881,26.2863,1.544,0.8427,11.8676,15.8944,14.5742,662.8321,7.8384
L11-3,5.5338,3.9743,11.7394,29.4321,4.2315,7.1555,6.1087,45.979,5.0042,9.255,5.4006,19.2447,7.5337,1.7224,4.9971,3.0608,2.1795,0.9723,4.2019,5.1905,0.5549,0.8453,1.0857,4.265,7.8206,11.3641,68.1871,62.2995,147.9317,29.7123,11.0502,4.3669,113.3088,7.0784,0.4263,0.4756,0.0185,0.0563,-0.003,0.5853,0.2351,0.4498,0.2218,0.9351,0.1524,0.1555,0.0292,0.2066,-0.0489,3.2618,25.9244,25.666,7.5379,19.8998,10.7903,6.1934,28.8068,0.7941,0.4868,11.9668,17.9116,11.6305,901.8125,13.756
L12-1,7.2207,5.8,16.3314,10.2519,3.4491,3.0682,4.128,14.0141,6.2172,10.2702,7.6196,13.1722,12.0353,3.6213,7.0767,5.1215,2.4549,0.8046,5.195,4.2537,1.407,1.3737,1.8396,1.8205,6.4972,6.0096,17.5215,21.6972,34.1061,5.7434,11.8097,2.696,12.4187,0.706,0.1815,0.486,0.0764,0.0284,0.0877,0.37,0.3787,0.5302,0.4769,0.7955,0.1025,0.1166,-0.1348,0.421,-0.0457,35.6917,19.8343,12.5792,27.029,23.9285,14.9208,4.0041,40.1101,8.9998,3.4532,28.7623,11.4827,11.4689,670.5044,52.1537
L12-7,8.7648,10.4369,15.5183,12.8638,4.1332,3.0313,5.2952,21.5446,13.9115,25.5501,10.024,21.1568,206.3459,1.6468,25.5088,23.9902,2.5315,0.6113,7.2832,4.0777,1.046,4.1931,1.8543,1.451,29.7043,4.3611,34.0556,36.1266,106.4334,11.8761,13.9556,2.4266,92.9903,1.8992,0.3815,0.2675,0.093,-0.0115,0.1584,4.2019,0.0971,0.661,0.2905,2.1561,0.41,0.0477,0.0189,4.5268,-0.0493,10.0913,25.8001,12.3353,5.657,32.1788,2.4658,19.6879,28.9704,0.972,0.5861,10.8883,30.2931,32.2425,163.7022,9.1218
L13-1,6.8258,5.9027,19.1749,13.4052,5.2579,3.7254,3.4906,12.1917,5.5816,18.4551,9.5315,15.9366,11.0626,2.8656,21.8797,5.7819,2.0927,0.7758,6.0908,4.1599,1.1945,1.5738,2.3629,2.037,4.1985,7.1789,22.3378,21.858,33.0508,7.7011,9.1353,2.6702,11.4845,0.7856,0.556,0.2703,0.0262,0.091,0.1361,2.3512,0.2766,1.2546,0.7809,2.1202,0.2638,0.103,0.0215,0.1464,0.0185,8.1787,28.5125,17.0532,7.7889,18.9694,9.0507,6.4425,25.9672,0.8767,0.5249,12.0579,16.8539,18.7409,736.2672,7.265
L13-3,5.8892,4.4153,14.3222,13.1425,3.8607,5.5931,6.9293,42.4045,7.0004,11.3911,5.9058,21.2863,27.6681,2.19,10.0635,4.0594,2.6371,0.8125,6.8953,4.584,0.7662,1.9331,1.5105,3.1716,9.028,8.6207,64.7725,72.7144,182.0771,25.9442,14.3445,3.8187,116.0489,3.7801,0.3624,0.351,-0.0008,-0.0081,0.056,1.7097,0.32,0.6035,0.254,0.9041,0.1403,0.034,-0.0755,1.3643,-0.0121,23.1589,24.1023,10.7686,11.458,11.0259,16.9038,2.4173,95.2454,7.7904,3.3126,22.2259,14.7925,10.7018,857.4572,68.0788
L13-7,4.6027,4.5851,21.0649,17.9918,7.6204,7.3706,5.4777,16.5638,5.5036,29.498,11.7822,16.4344,331.7625,1.7003,23.8172,63.7737,1.4894,0.7006,3.3695,3.4034,0.8744,2.3211,2.0248,2.3176,9.517,5.8867,25.9604,31.6719,91.7373,11.0317,13.1382,2.3486,95.1435,1.5057,0.5375,0.3764,0.0323,0.0379,0.0348,1.1053,0.1615,0.8451,0.3799,1.6146,0.1149,0.0598,0.1237,0.4611,0.2325,7.0567,39.2814,12.6431,6.6903,20.3858,6.9727,11.2218,28.8566,0.5516,0.2927,14.3175,17.2099,33.2026,906.3113,6.0367
L14-1,14.5559,11.3811,17.418,12.5521,5.0563,2.6071,4.3274,11.5937,18.0918,60.3064,11.3317,13.1916,55.0084,3.9146,14.229,6.174,1.5283,0.668,3.5086,5.1068,1.0384,1.3139,2.1867,1.5951,2.6101,4.3154,24.2071,41.7793,66.0364,15.2489,7.7452,3.9355,7.1859,1.2893,0.3213,0.4164,0.0559,0.1335,0.0449,1.2276,0.3101,0.8921,0.5191,1.4296,0.1359,0.0802,0.0335,1.159,-0.1773,58.9852,21.4124,11.7614,32.8146,28.4266,15.5879,2.4291,60.0479,11.1286,2.2921,42.2721,16.8666,11.135,839.8451,76.7238
L14-7,4.7958,5.9017,18.6507,14.3749,5.3726,6.3267,9.1693,37.876,6.7162,23.869,10.4664,16.2757,155.9835,2.5854,13.7501,12.6407,0.9324,0.5474,4.5949,6.5862,0.9639,1.5393,2.1804,1.5083,6.6908,5.7513,68.0336,65.7664,174.1203,25.9205,21.7704,4.1669,132.7321,2.5514,0.4853,0.0709,0.1437,-0.0041,-0.0117,0.5519,0.2238,0.771,0.7068,1.7341,0.3273,0.0455,0.024,0.2119,-0.0341,5.7728,24.3038,14.1449,6.9499,12.403,5.3971,3.9905,17.874,1.25,0.2181,8.4039,12.2614,36.9516,441.6226,4.7583
L15-1,9.7972,8.8867,20.4269,14.1127,5.2101,1.5742,2.5249,10.6765,12.3286,26.6735,12.5235,14.2878,13.0887,2.2033,34.4228,8.3474,2.2087,0.8833,6.4166,5.6094,1.4623,1.7791,3.4207,3.939,8.6227,9.0633,12.2742,21.1894,29.9361,8.5665,9.5931,2.7276,5.7673,0.7391,0.639,0.3516,0.0604,0.0128,0.0252,1.7721,0.4664,1.6291,0.7088,1.9462,0.2122,0.4185,0.1443,0.2371,-0.0002,46.687,30.6478,11.75,46.4581,44.696,23.7444,2.8689,86.2456,11.0565,2.2663,57.9873,25.2483,21.2561,1240.4808,109.9436
L15-3,4.919,4.1363,10.3675,34.9107,3.48,9.3583,7.3021,41.919,4.6056,6.0285,5.3952,20.7139,16.6511,1.1494,3.9143,51.6906,2.6058,1.116,3.3531,3.9636,0.6258,1.2221,1.4158,1.2927,3.5004,4.9272,49.9742,45.8271,118.9984,25.117,9.4661,2.7932,91.4724,3.0865,0.5505,0.1589,0.3647,0.0325,0.0672,0.8775,0.2936,0.5433,0.3405,1.0693,0.0866,0.0789,0.0377,0.1051,0.0898,2.1774,39.7281,10.1845,15.3995,18.7803,18.6545,6.4393,21.4212,0.569,0.347,12.9214,14.36,20.6565,1048.4375,12.2683
L15-7,4.795,5.0447,14.5305,13.363,4.6326,6.8387,8.1857,24.1262,6.9966,15.6678,9.9107,22.0752,220.1289,1.6505,12.1612,110.0852,3.4461,0.7758,7.2752,5.3449,1.0058,2.1373,2.1084,1.1376,7.927,4.9975,41.8772,75.1321,186.5425,12.8929,16.5641,3.4613,115.4077,2.981,0.4244,0.1652,0.1616,0.0328,-0.0046,1.5756,0.1011,0.3902,0.3281,1.1063,0.1172,0.0841,0.0602,0.0678,-0.0132,39.9903,29.6381,15.4524,44.1348,39.4117,23.3431,6.2255,76.7641,12.3564,2.878,39.4288,19.7118,24.1546,1122.8809,85.118
L16-3,12.2855,5.4576,12.6379,9.6716,3.6877,5.1936,10.3027,47.7765,14.5626,14.3223,6.2444,16.1504,74.0641,2.0361,9.6167,3.5922,1.3695,0.5668,4.948,5.3015,0.6695,1.5492,1.1234,5.7855,4.3459,9.0297,62.9911,64.1899,168.5264,28.4484,13.5333,2.597,118.231,1.7843,0.3884,0.26,-0.0031,0.0321,-0.0047,1.1665,0.1945,0.4057,0.2523,1.0427,0.1262,0.0369,0.0441,1.7962,-0.0049,53.4828,16.4278,8.7531,33.1103,26.3266,26.1364,2.0313,66.2164,22.0676,3.6861,52.7675,20.5415,8.4438,645.7618,79.3353
L16-7,7.585,4.7007,14.773,11.2948,4.3197,3.1274,3.9101,28.862,11.3418,14.9817,6.7045,15.6824,42.7889,1.7816,10.1273,5.8039,2.1994,0.6772,6.9172,6.8563,0.8864,2.1587,1.5879,1.5592,3.6229,4.3446,49.4213,88.3611,208.3377,18.663,14.8199,3.0884,90.2182,2.2112,0.2884,0.2599,0.0372,0.0375,0.0419,1.733,0.2167,0.4272,0.3892,0.9292,0.162,0.0396,-0.0489,1.2628,-0.0378,99.8843,20.0712,8.9069,22.8523,58.9699,12.7889,3.5083,49.579,7.5209,3.7046,57.6181,17.1874,16.2527,855.3519,101.46
L17-1,6.463,5.3537,15.3313,10.5761,3.8128,2.8006,5.9517,16.2338,6.2338,10.6385,6.4443,12.224,12.54,4.2279,9.0312,5.587,2.0678,0.7816,4.6801,4.2984,1.3557,1.3764,2.2288,2.5465,7.2449,5.6175,33.5636,22.1898,35.7096,14.0666,9.752,3.771,24.812,0.9589,0.7837,0.2221,0.0209,0.0582,0.1653,0.8464,0.2772,0.5379,0.6083,0.9061,0.1471,0.1222,-1E-04,0.3396,-0.032,2.0292,33.4124,16.0667,8.4397,20.4548,13.8104,5.7246,18.6335,0.8224,0.3666,8.86,12.9555,32.2655,844.9454,9.802
L17-3,9.3387,9.574,24.7273,12.3247,4.4731,2.7342,1.9099,5.0851,9.2107,216.2983,10.3177,18.56,72.7275,3.9489,19.881,35.718,7.3515,1.5756,6.6926,3.9855,4.6062,7.8629,8.822,6.0954,5.9755,5.4653,14.3738,17.7917,34.8512,39.0148,20.5136,2.2245,14.7314,0.6108,0.4054,0.1284,0.0927,0.0224,0.1782,1.4027,0.6448,0.808,1.587,0.8171,0.2347,0.2087,0.189,2.1067,0.0443,27.4307,17.0433,9.0906,37.9348,25.2491,28.3244,2.8197,62.9576,23.241,4.0806,39.4741,18.7341,8.5953,706.7664,91.113
L17-7,4.7023,5.7248,27.7065,22.0254,8.9209,2.934,62.3478,20.4907,6.6508,145.1323,30.2412,41.2145,474.1241,1.8477,18.1242,58.0597,1.1447,0.5975,5.4306,4.9202,0.868,2.8045,3.21,1.9633,4.7244,9.0401,36.2746,37.8261,98.2374,27.862,18.6345,2.4442,90.9275,1.2544,0.2698,0.2528,0.1645,-0.0117,-0.0233,3.4375,0.1262,2.0023,0.4991,4.0002,0.1985,0.0666,0.0065,1.0303,0.0681,244.2555,53.6981,8.951,75.4307,85.2239,31.2862,7.6635,193.033,27.5393,5.0309,176.4348,30.4074,53.1805,2303.3833,240.316
L18-3,4.0999,3.2202,21.7569,19.6856,7.1144,5.2907,20.3377,12.8353,4.129,12.3904,22.2642,26.1281,56.54,1.7806,47.5191,95.6208,78.5757,2.4742,21.7571,4.2225,0.752,1.042,2.5681,1.6036,3.2255,5.39,16.009,45.4559,26.6577,5.7929,7.3558,1.9756,11.3084,1.7441,0.813,0.3917,2.9657,-0.0493,0.119,2.044,0.2876,2.4098,0.3796,4.4917,0.1465,0.1184,-0.0125,0.1913,0.1548,35.2395,20.4467,8.2207,29.6937,17.6256,17.929,3.3225,42.8722,32.0982,2.9782,42.577,15.4558,17.0815,569.9938,54.2439
