Features,K14-7,K13-7,K15-7,K16-7,K11-7,K17-7,K18-7,K12-7,K10-7,K09-7,K08-7,K07-7,K06-7,K05-7,K03-7,K04-7,K02-7,K01-7,G04-7,G02-7,G01-7,G03-7,G05-7,G12-7,G11-7,G14-7,G15-7,G17-7,G13-7,G09-7,G10-7,G08-7,G20-7,G07-7,G18-7,G06-7,L01-7,L02-7,L03-7,L04-7,L05-7,L06-7,L07-7,L08-7,L09-7,L10-7,L11-7,L12-7,L13-7,L14-7,L15-7,L16-7,L17-7,L18-7
unknown_OLB14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Oligoflexaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_OM190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Omnitrophicaeota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_OPB56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Paracaedibacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Parcubacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_PB19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Pedosphaeraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Phaseolus acutifolius (tepary bean),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Planctomycetales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Polyangiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Prevotellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Propionibacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Rhizobiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Rhizobiales Incertae Sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Rhodanobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Rhodobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Rhodocyclaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Rhodospirillaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Rhodospirillales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Ruminococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_SM2D12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Solimonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Sphingomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Staphylococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Subgroup 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Subgroup 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Subgroup 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Thalassobaculales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Thermodesulfovibrionia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Triticum aestivum (bread wheat),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_UBA12409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Veillonellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_WD260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Weeksellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_WPS-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown_Xanthobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vagococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Variovorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vibrionimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vulcaniibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamsia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,62606,47437,52365,14104,17044,60481,30833,40700,46298,35414,90047,56286,36322,19401,57060,42715,51594,51460,41207,48244,79698,59112,47854,61869,58557,41309,22850,14499,27858,20512,21673,21536,32175,20006,20394,26232,11325,31580,14302,16301,26241,19743,33715,36502,33805,30916,24729,23578,22406,10106,12502,15651,10719,28348
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Features,K14-7,K13-7,K15-7,K16-7,K11-7,K17-7,K18-7,K12-7,K10-7,K09-7,K08-7,K07-7,K06-7,K05-7,K03-7,K04-7,K02-7,K01-7,G04-7,G02-7,G01-7,G03-7,G05-7,G12-7,G11-7,G14-7,G15-7,G17-7,G13-7,G09-7,G10-7,G08-7,G20-7,G07-7,G18-7,G06-7,L01-7,L02-7,L03-7,L04-7,L05-7,L06-7,L07-7,L08-7,L09-7,L10-7,L11-7,L12-7,L13-7,L14-7,L15-7,L16-7,L17-7,L18-7
Enterococcus,0.00164521,0.003141008,0,0,0.001290777,0.001223525,0.289105828,0,0,0.080363698,0,0,0,0.002319468,0,0.000538453,0,0.006937427,0.783750334,0.512416052,0.001342568,0.917377182,0.448572742,0.942022661,0.846201137,0.667409039,0.843982495,0.863438858,0.951180989,0.845163807,0.853919623,0.718842868,0.161305361,0.303059082,0.736196921,0.911977737,0.414216336,0.902533249,0.663893162,0.94754923,0.939484014,0.828648128,0.990241732,0.970576955,0.92826505,0.875274939,0.584091552,0.738400204,0.425377131,0.48941223,0.869220925,0.940514983,0.114562926,0.993897277
Bifidobacterium,0.954557071,0.893922466,0.940380025,0.873723766,0.907592115,0.939038706,0.369701294,0.46002457,0.885653808,0.649150054,0.905871378,0.925487688,0.726336655,0.737848565,0.976603575,0.770946974,0.89905803,0.721162068,0,6.21839E-05,0,0,0.000188072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061386323,0
Staphylococcus,0.001213941,0.006872273,0.001890576,0.00226886,0,0.001008581,0.279408426,0,0.038835371,0.254870955,7.77372E-05,0.00934513,0.070948736,0.001443225,0.01298633,0.006274143,0.001395511,0.13085892,0.081636615,0.469778625,0.991794022,0.073910543,0.008254273,0.054954824,0.128370647,0.111307463,0.153698031,0.122353266,0.033670759,0.139186817,0.124994232,0.041140416,0.002237762,0.062031391,0.259635187,0.061261055,0.000706402,0.093445218,0.143196756,0.050671738,0.038908578,0.171098617,0.005991398,0.027560134,0.069457181,0.123819382,0.401714586,0.196963271,0.024546996,0.046309123,0.020156775,0.059485017,0,0.005891068
Lactobacillus,0.002939015,0.009212218,0.008173398,0.011415201,0.033501525,0.005803475,0.051989751,0.472997543,0.060758564,0.012848026,0.017679656,0.039619088,0.070122791,0.25462605,0.007939012,0.206297554,0.008295538,0.016556549,0.001989953,0.005928198,0.005884715,0.007392746,0.004597317,0.003022515,0.025428215,0.020092474,0.002319475,0.014207876,0.015148252,0.015649376,0.021086144,0.000696508,0.832292152,0.003249025,0.004167893,0.026761208,0,0,0,0,0.001410007,0,0,0,0,0,0,0.039740436,0,0.000791609,0,0,0,0
Veillonella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155461,0,0,0.00018821,8.45852E-05,0.516801103,0,0,0,0,0,0,0,0,0.173105498,0.0004662,0.001449565,0,0,0.326445916,0,0,0,0,0,0,0,0,0,0,0,0,0.386008312,0,0,0.36953074,0
Geobacillus,0.038622496,0.08307861,0.024844839,0.005884855,0.057615583,0.051950199,0.009340642,0.059434889,0.001879131,0.001920145,0.075116328,0.005418754,0.002092396,0.001700943,0.001787592,0.001709002,0.090533783,0.120773416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klebsiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201191024,0,0,0,0,0,0,0,0,0,0,0.098189845,0,0,0,0,0,0,0,0,0,0,0.002502333,0.499642953,0.054522066,0,0,0,0
Enterobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001864802,0.597570729,0,0,0.096777042,0,0,0,0,0,0,0,0,0,0,0.002841632,0.0232527,0,0,0,0.333240041,0
Streptococcus,0.000622943,0.002044817,0.001508641,0,0,0.000677899,0,0.004029484,0.01250594,0.000847123,0,0.019933909,0.114173228,0,0,0.014233876,0,0.000408084,7.28032E-05,0.001471686,0,0.000524428,0.001859824,0,0,0,0,0,0,0,0,0.046991085,0,0,0,0,0.000618102,0.001171628,0.136274647,0,0.001105141,0,0.001898265,0.000958852,0.00144949,0.00022642,0.002547616,0.010094156,0,0.000791609,0,0,0,0
Clostridium sensu stricto 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132331885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027019868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escherichia-Shigella,0,0,0,0.106494611,0,0,0,0,6.47976E-05,0,0,0,0,0.002061749,0,0,0,0,0,0,0.0002384,0,0,0,0,0,0,0,0,0,0,0,0.00049728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000647014,0,0,0,0.1106223,0,0.079951488,0
unknown_Enterobacteriaceae,0,0,0,0.000212706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032540238,0,0,0.019072848,0,0,0,0,0,0,0,0,0,0,0.00016965,0.026466125,0.02216505,0,0,0.00447803,0
unknown_Lactobacillales,0,0,0,0,0,0,3.24328E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000304507,0.000668701,0,0,0,0,0,0,0,0,0.018573551,0,0,0,0,0,0.000569981,0.045168508,0.001472302,0.001600549,0,0.001631321,0,0.000680373,0,0.000121315,0.005174315,0,0,0,0,0,0
Haemophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006467125,0.000112926,0,0.019057968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001696497,0,0,0,0,0,0
Ochrobactrum,0,0,0.022304975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus,0.000239594,0.001285916,0.000840256,0,0,0.000231478,0,0.002948403,0,0,0,0,0.016326193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rothia,0,0,0,0,0,0,0,0,6.47976E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001766004,0,0.011466928,0,0.01730117,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium 1,4.79187E-05,0,0,0,0,6.61365E-05,0.000356761,0,0,0,3.33159E-05,0,0,0,0,0,0.000213203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037296,0,0,0,0,0.001836605,0,0,0,0,0,0.00090406,0.000147907,0.00067926,0.009988273,0.002417508,0,0,0,0,0,0
unknown_Bacteria,0,0,0,0,0,0,6.48656E-05,0,0.000237591,0,0.001043899,7.10656E-05,0,0,0.000578339,0,0,0.001787796,7.28032E-05,0.001533869,0.000213305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253325,0,0.00030673,0,0,0.000118642,0,0,0,0,0,0,0,0,0,0,0.000211655
Eikenella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021084056,0
Finegoldia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251967,0.000466382,0,0,5.01895E-05,0,0,0,0,0,0,0,0,0,0,0,0.000590521,0,0,0,0,0,0,0,0,0,0.000118642,0,0,0,0,0,0,0,0,0,0.014180427,0
Acinetobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112926,6.76682E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015187638,0,0,0,0,0,0,0,0,0,0,0,0.000357047,0,0,0,0,0
Gemella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002300804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001306092,0
Pseudomonas,0,0.000442692,0,0,0,0,0,0.00027027,0,0,0,0,0,0,0,0,0.000213203,9.71628E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabethkingia,0,0,0,0,0,0,0,4.914E-05,0,0,0,0.000124365,0,0,0.000105152,0,0,0,0,0,0,0.000253756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189994,0,0,0.000190542,0,0,0,0,0,0,0,0,0,0,0,0,0
Ureaplasma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000464339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000889644,0,0,0,0,0,0,0
unknown_Burkholderiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000291489,0.000145606,0,2.50947E-05,0,0,0,0,0,0,0,0,0,0,0,0.00024864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia,3.19458E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craurococcus,0,0,0,0,0,0,0,0.0002457,0,0,0,0,0,0,0,0,3.87642E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000174893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeromonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000357047,0,0,0,0,0
Bacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253254,0,0,0,0,0,0,0,0,0,0,0,0
Blautia,7.98645E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micrococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45852E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saccharopolyspora,0,0,0,0,0,0,0,0,0,0,4.44212E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serratia,0,0,0,0,0,0,0,0,0,0,4.44212E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
